322	3.18797e+16
323	3.10423e+16
324	3.25954e+16
325	3.17793e+16
326	3.24591e+16
327	3.21625e+16
328	3.23578e+16
329	3.22417e+16
330	3.17958e+16
331	3.22574e+16
332	3.27695e+16
333	3.16098e+16
334	3.22214e+16
335	3.18797e+16
336	3.28009e+16
337	3.13417e+16
338	3.2157e+16
339	3.36382e+16
340	3.23596e+16
341	3.18023e+16
342	3.23154e+16
343	3.17903e+16
344	3.23053e+16
345	3.23559e+16
346	3.23338e+16
347	3.17507e+16
348	3.20519e+16
349	3.20077e+16
350	3.2741e+16
351	3.18014e+16
352	3.19985e+16
353	3.32624e+16
354	3.21938e+16
355	3.22279e+16
356	3.13997e+16
357	3.12791e+16
358	3.13039e+16
359	3.22758e+16
360	3.2811e+16
361	3.2344e+16
362	3.19847e+16
363	3.25973e+16
364	3.23071e+16
365	3.2367e+16
366	3.27714e+16
367	3.2378e+16
368	3.2682e+16
369	3.23292e+16
370	3.26553e+16
371	3.23697e+16
372	3.32007e+16
373	3.23301e+16
374	3.27705e+16
375	3.32928e+16
376	3.25374e+16
377	3.22187e+16
378	3.33895e+16
379	3.20915e+16
380	3.28193e+16
381	3.28469e+16
382	3.25567e+16
383	3.20105e+16
384	3.31924e+16
385	3.20335e+16
386	3.31389e+16
387	3.37644e+16
388	3.25042e+16
389	3.25291e+16
390	3.24471e+16
391	3.21385e+16
392	3.2811e+16
393	3.24416e+16
394	3.24084e+16
395	3.15784e+16
396	3.25798e+16
397	3.34374e+16
398	3.23642e+16
399	3.25678e+16
400	3.1899e+16
401	3.16798e+16
402	3.33167e+16
403	3.29243e+16
404	3.3325e+16
405	3.33315e+16
406	3.27898e+16
407	3.26304e+16
408	3.30883e+16
409	3.17572e+16
410	3.26848e+16
411	3.33112e+16
412	3.23495e+16
413	3.23826e+16
414	3.22997e+16
415	3.27281e+16
416	3.29925e+16
417	3.22592e+16
418	3.25494e+16
419	3.2343e+16
420	3.24941e+16
421	3.26581e+16
422	3.19718e+16
423	3.21846e+16
424	3.30772e+16
425	3.14062e+16
426	3.26102e+16
427	3.26212e+16
428	3.30413e+16
429	3.33941e+16
430	3.35415e+16
431	3.23559e+16
432	3.25024e+16
433	3.30201e+16
434	3.25982e+16
435	3.22362e+16
436	3.33057e+16
437	3.21358e+16
438	3.18548e+16
439	3.24766e+16
440	3.32467e+16
441	3.23476e+16
442	3.28571e+16
443	3.25899e+16
444	3.28184e+16
445	3.31518e+16
446	3.26056e+16
447	3.21367e+16
448	3.22178e+16
449	3.2787e+16
450	3.25346e+16
451	3.22822e+16
452	3.32937e+16
453	3.33066e+16
454	3.31482e+16
455	3.32532e+16
456	3.33904e+16
457	3.32974e+16
458	3.36281e+16
459	3.36419e+16
460	3.23873e+16
461	3.29243e+16
462	3.30818e+16
463	3.29787e+16
464	3.22482e+16
465	3.24057e+16
466	3.30597e+16
467	3.35194e+16
468	3.21293e+16
469	3.29897e+16
470	3.29713e+16
471	3.3361e+16
472	3.32458e+16
473	3.24803e+16
474	3.3337e+16
475	3.29298e+16
476	3.28119e+16
477	3.33084e+16
478	3.23136e+16
479	3.40868e+16
480	3.41154e+16
481	3.26304e+16
482	3.21551e+16
483	3.31159e+16
484	3.30579e+16
485	3.31224e+16
486	3.31067e+16
487	3.27797e+16
488	3.27281e+16
489	3.33223e+16
490	3.32762e+16
491	3.2717e+16
492	3.22776e+16
493	3.31776e+16
494	3.37497e+16
495	3.30699e+16
496	3.34061e+16
497	3.2718e+16
498	3.25982e+16
499	3.28221e+16
500	3.39072e+16
501	3.3103e+16
502	3.31242e+16
503	3.34089e+16
504	3.28248e+16
505	3.34107e+16
506	3.34577e+16
507	3.31168e+16
508	3.30514e+16
509	3.24075e+16
510	3.34825e+16
511	3.42536e+16
512	3.36345e+16
513	3.27281e+16
514	3.27207e+16
515	3.39754e+16
516	3.31776e+16
517	3.33554e+16
518	3.39118e+16
519	3.30441e+16
520	3.29059e+16
521	3.33075e+16
522	3.29372e+16
523	3.21542e+16
524	3.40804e+16
525	3.44139e+16
526	3.29234e+16
527	3.239e+16
528	3.26719e+16
529	3.2787e+16
530	3.35903e+16
531	3.33591e+16
532	3.20906e+16
533	3.343e+16
534	3.33665e+16
535	3.32467e+16
536	3.31564e+16
537	3.28064e+16
538	3.26839e+16
539	3.28488e+16
540	3.3173e+16
541	3.37423e+16
542	3.29612e+16
543	3.31601e+16
544	3.30809e+16
545	3.35857e+16
546	3.37525e+16
547	3.34457e+16
548	3.36963e+16
549	3.27391e+16
550	3.30892e+16
551	3.32467e+16
552	3.29059e+16
553	3.33969e+16
554	3.38068e+16
555	3.30892e+16
556	3.31555e+16
557	3.3021e+16
558	3.3232e+16
559	3.30063e+16
560	3.34733e+16
561	3.30993e+16
562	3.32126e+16
563	3.2717e+16
564	3.33232e+16
565	3.22214e+16
566	3.37552e+16
567	3.28856e+16
